Control_Count,Date_Replied,Status,Unique_identifier,Likely_to_recommend_Online_Site_MY_SITE,Purchased_from_Site_A,Purchased_from_Site_B,Purchased_from_Site_C,Purchased_from_Site_D,Purchased_from_Site_E,Purchased_from_Site_F,Purchased_from_Site_G,Purchased_from_Site_H,Purchased_from_Site_I,Purchased_from_Site_J,Purchased_from_Site_K,Purchased_from_Site_L,Purchased_from_Site_M,Purchased_from_Site_N,Purchased_from_Site_O,Purchased_from_Site_P,Purchased_from_Site_Q,Purchased_from_Site_R,Purchased_from_Site_S,Purchased_from_Site_T,Purchased_from_Site_U,Purchased_from_Site_V,Purchased_from_Site_W,Purchased_from_Site_X,Purchased_from_Site_Y,Purchased_from_MY_SITE_only,No_of_Online_Sites_used,MYSITE_Rank,Sales_reps_Responsiveness,Sales_reps_ease_of_making_contact,Sales_reps_general_attitude,Sales_reps_quotation,Sales_reps_relationship,Sales_reps_overall_satisfaction,Customer_service_Responsiveness,Customer_service_Ease_of_making_contact,Customer_service_general_attitude,Customer_service_Knowledge_of_business,Customer_service_issue_resolution,Customer_service_keeping_customers_informed,Customer_service_Overall_satisfaction,Delivery_on_time_schedules,Delivery_on_time_coverage,Delivery_on_time_keeping_customers_informed,Delivery_on_time_accuracy_transit_time,Delivery_on_time_availability_of_products,Delivery_on_time_speed,Delivery_on_time_Overall_satisfaction,Ease_of_business_booking,Ease_of_business_documentation,Ease_of_business_invoicing,Ease_of_business_online_system,Ease_of_business_overall_satisfaction,Improving_business_opps_knowledge_of_business,Improving_business_opps_understanding_of_needs,Improving_business_opps_demonstrating_opps,Improving_business_opps_specific_offers,Improving_business_opps_overall_satisfaction,Overall_Satisfaction_taking_everything_into_account,Proportion_of_purchase_made_with_MY_SITE,Future_proportion_of_purchase_made_at_MY_SITE
Day 3,20-08-2016,COMPLETED,391315003340211,1,1,1,,,,,,1,1,,,1,,1,1,1,1,,,,,,1,,,,11,5,3,3,3,5,4,1,10,6,8,8,6,10,10,9,7,10,8,6,10,9,9,10,9,8,10,3,4,2,3,2,7,16% to 25%,Stay the same
Day 3,20-08-2016,COMPLETED,651315003376194,10,,1,,,1,1,,,1,,,,,,1,,,,1,1,,,,1,,,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,7,8,7,6,7,7,7,8,8,8,9,8,8,8,8,8,8,8,51% to 75%,Increase
Day 3,20-08-2016,COMPLETED,671315003443203,6,1,,,,,,,1,1,1,,,,1,1,,,,1,1,1,,,,,,10,3,8,9,8,6,8,8,6,5,7,6,5,3,6,6,9,2,7,8,6,6,8,4,4,8,5,9,8,6,6,7,6,6% to 15%,Increase
Day 3,21-08-2016,COMPLETED,491315003515319,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,99,99,99,99,99,99,5,4,5,5,6,4,3,8,99,9,8,9,99,9,10,9,8,9,9,99,99,99,99,99,6,Prefer not to say,Stay the same
Day 3,20-08-2016,COMPLETED,571315003568255,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,99,99,0,0,99,99,99,99,99,99,Don’t know,Don’t know
Day 3,20-08-2016,COMPLETED,721315003592102,3,,1,1,,,,1,1,1,,,,1,1,1,1,1,1,,,,,,,,,12,12,0,0,5,2,5,5,2,3,8,5,1,3,1,2,10,3,2,7,9,7,3,0,3,0,1,3,6,3,6,5,3,6% to 15%,Decrease
Day 3,20-08-2016,COMPLETED,181315003625112,10,,1,1,,1,1,,1,1,1,,,,1,1,1,,1,1,,,,1,1,,,15,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,26% to 50%,Increase
Day 3,21-08-2016,COMPLETED,301315003693396,10,,1,,,,,,,1,,,,,,1,,,,,1,,,,,,,5,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,76% to 99%,Increase
Day 3,21-08-2016,COMPLETED,981315003756294,0,1,,1,,1,,1,1,1,1,1,,,1,1,1,1,1,,,,,1,,,,15,15,0,0,0,0,0,0,0,2,1,1,1,0,0,5,2,0,5,5,5,0,0,0,0,7,0,2,0,0,0,0,0,6% to 15%,Decrease
Day 3,21-08-2016,COMPLETED,821315004022244,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,1,10,2,4,5,5,1,10,5,1,5,5,10,10,1,10,8,4,5,10,3,2,10,8,5,4,99,99,99,5,,Increase
Day 3,20-08-2016,COMPLETED,751315004190253,8,1,1,,,,1,1,,,,,,,,1,,,,,,,,,1,,,7,2,7,7,9,8,8,8,8,8,8,8,8,8,8,8,9,7,8,8,8,8,9,8,8,9,8,7,7,7,7,7,8,16% to 25%,Increase
Day 3,20-08-2016,COMPLETED,301315004244196,6,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,,,1,,1,,,,18,10,99,99,99,99,99,99,7,8,10,8,8,6,8,99,99,5,8,99,7,8,99,8,8,8,8,99,99,99,99,99,8,Don’t know,Don’t know
Day 3,21-08-2016,COMPLETED,631315004366133,7,1,1,,,,1,1,1,1,1,,,,1,1,,1,,1,,1,,,,1,,14,2,4,4,5,4,5,5,5,5,5,5,6,7,6,7,7,8,8,7,8,8,7,7,8,7,7,6,6,6,5,5,7,51% to 75%,Increase
Day 3,20-08-2016,COMPLETED,671315004504157,0,,1,,,,1,1,1,1,1,,,,1,1,,1,,,,,,,1,,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1% to 5%,Decrease
Day 3,20-08-2016,COMPLETED,661315004667236,5,,,,,1,1,1,,,,,,,,,1,,,1,,,,,,,,6,6,9,6,9,6,9,6,6,6,8,8,9,9,7,8,9,9,7,9,8,8,9,9,9,9,8,8,8,8,8,8,8,1% to 5%,Stay the same
Day 3,21-08-2016,COMPLETED,391315004678193,8,1,,,,,,,1,,1,1,,,,,1,1,,1,,,1,1,,,,10,3,4,4,3,5,2,5,5,6,4,4,8,0,7,4,5,5,2,8,3,7,8,1,2,8,5,3,3,4,2,4,5,1% to 5%,Increase
Day 3,21-08-2016,COMPLETED,51315004902349,8,,1,,,,1,1,,1,,1,,,1,1,,,1,1,,,,,,,,10,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Prefer not to say,Prefer not to say
Day 3,21-08-2016,COMPLETED,821315004962369,8,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,3,7,8,8,99,8,8,8,8,8,7,7,6,8,8,8,8,8,8,8,8,5,7,99,99,8,8,8,7,8,8,7,Don’t know,Stay the same
Day 3,20-08-2016,COMPLETED,881315005137365,5,,1,1,,1,1,,,,,,,,,1,,,,1,,,,,,1,,8,3,6,5,8,7,7,6,7,7,7,7,6,7,7,7,7,8,7,7,6,7,7,8,8,8,7,7,6,7,6,6,7,6% to 15%,Increase
Day 3,20-08-2016,COMPLETED,931315005165310,3,,,,,,,,,1,,1,,,,1,1,,,,,,,,,1,,6,5,7,6,6,99,99,6,7,8,8,8,6,7,7,4,6,5,7,9,7,7,2,9,3,7,4,7,7,9,7,8,5,1% to 5%,Prefer not to say
Day 3,21-08-2016,COMPLETED,981315005211210,1,1,1,,,,,,1,,1,,,,1,,,1,,,,,,1,,,,8,5,1,8,3,9,5,3,0,0,0,1,0,0,0,6,9,0,7,5,4,3,8,2,1,5,2,99,99,99,1,1,1,6% to 15%,Stay the same
Day 3,20-08-2016,COMPLETED,571315005218174,7,1,1,,,,,,,1,,,,,,,,,,,,,,,1,,,5,,9,9,9,8,9,9,7,6,6,7,6,6,6,6,8,7,6,8,6,7,8,7,7,8,7,9,9,9,7,8,7,76% to 99%,Increase
Day 3,20-08-2016,COMPLETED,311315005371312,8,1,1,1,,1,1,1,,1,1,1,,,,1,,1,,,,,,,,,,12,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,51% to 75%,Stay the same
Day 3,21-08-2016,COMPLETED,191315005373236,5,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6% to 15%,Stay the same
Day 3,20-08-2016,COMPLETED,331315005385113,7,,,1,,,1,,,,,,,,1,,,,,,,,,,,1,,5,2,8,8,8,8,8,8,5,8,8,8,5,4,6,7,8,7,5,8,7,7,7,7,7,7,7,8,8,7,8,7,7,51% to 75%,Decrease
Day 3,21-08-2016,COMPLETED,871315005391313,3,,1,,,,,,,,,,1,,,,,,,,1,,,,,1,,5,5,3,4,6,4,2,3,1,0,3,1,0,0,0,7,8,2,8,9,7,7,0,1,2,0,1,3,2,1,2,2,1,1% to 5%,Decrease
Day 3,20-08-2016,COMPLETED,611315005411167,8,,1,,,1,,,,,1,,,,1,,,,,1,,1,1,,,,,8,8,5,5,5,5,99,5,8,8,8,8,8,8,9,9,9,7,9,9,9,9,9,9,8,9,8,9,8,9,8,9,8,16% to 25%,Increase
Day 3,21-08-2016,COMPLETED,801315005600384,9,,1,1,,1,,1,,1,,,1,,,1,,,,1,,,,,,,,9,1,8,8,8,8,8,8,8,7,8,8,7,8,8,8,8,8,8,8,8,8,8,8,7,8,8,9,9,9,9,9,9,51% to 75%,Increase
Day 3,20-08-2016,COMPLETED,11315005620248,8,1,1,,1,,,1,,1,,1,,,1,1,1,,1,,,,,,,,,11,5,9,7,10,8,8,9,8,8,8,8,8,8,8,10,10,10,10,99,10,10,99,8,9,8,9,9,10,9,9,9,9,Don’t know,Stay the same
Day 3,20-08-2016,COMPLETED,721315005839150,4,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,,,21,4,5,5,5,4,5,5,4,3,5,4,3,1,3,5,5,5,4,3,5,4,1,4,4,2,4,6,6,5,5,5,4,Don’t know,Stay the same
Day 3,21-08-2016,COMPLETED,681315005841119,9,1,1,,,,,,,1,,1,,,,1,1,,,,,1,,,,,,8,8,8,7,8,7,8,8,7,7,8,7,7,8,7,7,9,9,9,7,9,9,9,9,9,9,9,7,7,6,6,6,8,16% to 25%,Decrease
Day 3,20-08-2016,COMPLETED,201315005857251,6,,1,,,,,1,1,1,,,,,,1,,,,,,,,,,,,6,2,6,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,6,9,7,6,8,6,6,6,6,6,6,7,26% to 50%,Increase
Day 3,20-08-2016,COMPLETED,891315005911197,0,,1,,,,1,,1,1,,,,,,,1,,,,,,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,1,1,1,1,1,16% to 25%,Decrease
Day 3,21-08-2016,COMPLETED,811315005916157,10,1,1,,,,1,,1,,,1,,,,1,,,,,,,,,,,,7,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,26% to 50%,Increase
Day 3,20-08-2016,COMPLETED,391315006014272,7,,1,,,,1,,,,,,1,,,,,,,,1,,,,,,,5,5,7,7,6,8,8,8,7,8,6,6,7,6,7,6,8,5,8,8,7,7,6,6,8,4,6,6,8,6,6,7,7,Don’t know,Don’t know
Day 3,21-08-2016,COMPLETED,201315006196309,2,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,,,23,4,99,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,99,99,99,0,5,0,99,99,99,99,99,2,Prefer not to say,Decrease
Day 3,21-08-2016,COMPLETED,741315006205213,10,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,4,1,10,10,10,9,10,10,9,10,10,10,9,9,10,10,10,9,10,10,10,9,10,10,10,10,10,10,10,10,10,10,9,51% to 75%,Stay the same
Day 3,21-08-2016,COMPLETED,811315006222117,5,1,1,,,,1,1,1,1,,1,,,1,1,1,,1,1,,1,1,,1,,,16,4,4,3,5,4,4,4,7,7,6,7,6,6,8,9,9,7,9,9,9,9,7,6,3,8,6,3,3,4,4,4,5,51% to 75%,Increase
Day 3,20-08-2016,COMPLETED,991315006262322,5,1,,,1,,,1,,1,,,,,1,,1,,,,,,,,,,,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,6,6,5,5,5,5,5,5,1% to 5%,Don’t know
Day 3,21-08-2016,COMPLETED,201315006320116,0,,1,,1,,1,1,1,1,1,,,,,,,,,,,,,1,1,1,,11,10,0,0,0,0,0,0,0,0,0,1,1,4,0,8,8,9,9,9,9,9,4,5,8,5,2,1,3,4,1,2,3,Prefer not to say,Prefer not to say
Day 3,20-08-2016,COMPLETED,711315006340186,0,1,,,1,,1,,,,,,,,,,1,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,4,4,0,10,4,0,0,0,0,0,0,0,0,0,1% to 5%,Decrease
Day 3,20-08-2016,COMPLETED,981315006582232,6,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,2,4,4,7,4,7,6,3,7,6,6,6,5,6,9,9,9,7,8,9,8,7,7,1,8,7,7,6,7,7,7,5,51% to 75%,Increase
Day 3,20-08-2016,COMPLETED,41315006743143,8,,1,,,,,,,,,,,,1,,1,,,1,,1,,,,,,6,,9,10,10,10,10,10,9,9,9,9,9,10,9,10,99,10,7,99,9,10,10,10,9,10,10,9,10,9,9,10,9,76% to 99%,Increase
Day 3,21-08-2016,COMPLETED,761315006817286,5,1,1,,1,1,1,1,,1,,,,,1,1,1,1,,,,1,1,,1,,,15,5,1,1,1,1,1,1,1,1,3,1,3,5,2,4,4,3,4,4,3,4,5,5,5,5,5,2,1,1,1,1,2,16% to 25%,Stay the same
Day 3,20-08-2016,COMPLETED,351315006879125,9,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,4,1,10,9,10,9,10,10,8,8,8,8,8,8,8,9,9,8,9,10,9,8,6,7,4,8,6,10,10,7,9,7,8,51% to 75%,Stay the same
Day 3,20-08-2016,COMPLETED,841315006994174,8,,1,1,,,,1,,1,,,,,,,,,,,,,1,,,,,6,2,6,6,7,6,7,5,5,5,5,5,5,5,5,5,5,6,6,6,5,6,6,6,6,5,6,8,6,7,8,7,7,6% to 15%,Decrease
Day 3,20-08-2016,COMPLETED,811315007171139,0,,1,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,8,1,5,5,5,0,5,2,2,0,5,4,0,0,1,5,5,3,1,5,2,3,8,1,1,9,2,0,0,0,0,0,0,1% to 5%,Decrease
Day 3,20-08-2016,COMPLETED,541315007237164,0,1,1,1,1,,1,1,,1,,,,,,1,1,,,,,,1,,1,,,12,6,1,2,2,1,2,1,0,1,0,0,0,0,0,1,3,0,1,1,1,0,2,0,1,2,0,1,1,0,0,0,0,26% to 50%,Decrease
Day 3,20-08-2016,COMPLETED,591315007256347,5,1,1,1,1,1,,1,1,1,,,,,1,1,1,,,1,,1,,,,,,14,5,4,4,4,3,4,3,5,5,6,5,2,2,5,7,8,4,5,7,6,5,3,3,0,2,4,5,5,5,5,5,5,51% to 75%,Prefer not to say
Day 3,20-08-2016,COMPLETED,361315007271326,10,1,1,1,,1,1,,1,,,,,,1,1,1,1,,,,,,,,,,11,2,99,99,99,99,99,99,10,10,10,10,10,10,10,10,99,10,10,99,10,10,99,10,99,10,10,99,99,99,99,99,10,Don’t know,Increase
Day 3,21-08-2016,COMPLETED,931315007297333,4,1,1,1,,1,,1,,,,,,,1,1,1,1,1,,,,,,,,,11,10,5,7,8,5,8,6,4,4,4,4,2,3,4,5,9,2,8,6,5,4,4,8,4,2,5,3,3,3,3,3,4,1% to 5%,Prefer not to say
Day 3,21-08-2016,COMPLETED,421315007341366,5,,1,1,,,1,1,,1,1,,,,,1,,1,,,,1,,1,1,,,12,2,6,7,7,5,6,7,6,6,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,16% to 25%,Increase
Day 3,20-08-2016,COMPLETED,641315007396334,10,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,1,99,99,99,99,99,99,10,99,10,10,10,10,10,10,10,9,10,8,9,9,9,9,5,8,8,99,99,99,99,99,8,6% to 15%,Increase
Day 3,20-08-2016,COMPLETED,821315007446372,7,,,1,,,1,,,1,1,1,,,1,1,1,1,,,,,,,1,,,11,7,6,0,5,0,0,2,8,8,8,8,3,5,8,8,7,5,7,7,6,8,6,6,4,6,7,5,6,5,6,7,6,51% to 75%,Don’t know
Day 3,21-08-2016,COMPLETED,981315007567376,2,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,,1,1,1,,1,1,,,20,,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,9,6,8,2,3,2,0,4,3,3,3,3,3,3,6% to 15%,Stay the same
Day 3,20-08-2016,COMPLETED,971315007573368,10,1,1,1,1,1,1,1,1,1,,,,,1,1,1,,1,,,,1,1,,,,16,1,9,10,10,10,9,9,10,10,10,10,10,9,10,10,10,7,10,10,10,8,10,10,10,10,10,10,10,8,9,8,10,26% to 50%,Stay the same
Day 3,21-08-2016,COMPLETED,671315007614381,5,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,4,2,7,7,9,7,7,7,8,6,8,7,7,1,5,8,8,1,5,4,5,1,7,10,10,10,9,99,6,8,99,7,8,16% to 25%,Prefer not to say
Day 3,21-08-2016,COMPLETED,971315007666268,5,1,,,,,,1,1,1,,,1,,1,,1,1,,,,,,,,,,9,,7,6,7,4,6,4,6,6,7,5,5,5,5,4,4,3,4,4,3,4,4,4,4,2,3,5,5,4,4,4,4,Don’t know,Don’t know
Day 3,21-08-2016,COMPLETED,391315007704320,9,,,,,,,,1,,,,,,,,,1,,,,,,,,,,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,9,9,9,9,8,9,9,9,9,16% to 25%,Decrease
Day 3,21-08-2016,COMPLETED,301315007734204,6,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,4,2,6,7,9,8,7,8,8,8,10,7,5,9,8,10,10,10,10,10,10,10,10,10,9,8,9,8,6,7,7,7,8,16% to 25%,Stay the same
Day 3,21-08-2016,COMPLETED,641315007785123,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,99,99,99,99,99,99,0,0,0,0,0,10,0,99,99,0,0,99,0,0,99,99,99,99,99,99,99,99,99,99,0,Prefer not to say,Decrease
Day 3,20-08-2016,COMPLETED,911315007871180,5,,1,,,,,1,1,1,,,,,1,1,1,1,1,,,,,,,,,10,5,99,99,99,99,99,99,3,1,3,99,2,7,3,7,7,7,7,99,7,8,99,6,7,7,7,99,99,99,99,99,7,Don’t know,Stay the same
Day 3,20-08-2016,COMPLETED,391315007890239,7,,,,,,,,,1,,,,,,1,,,,1,,,,,1,,,5,2,8,8,8,7,7,8,8,8,8,8,7,7,8,8,7,8,9,6,8,8,8,7,5,7,7,8,8,7,8,8,8,51% to 75%,Increase
Day 3,21-08-2016,COMPLETED,81315007952130,6,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,4,3,7,7,6,7,7,7,7,8,7,7,7,6,7,8,9,9,8,9,8,9,8,7,8,8,8,7,5,6,6,6,8,6% to 15%,Don’t know
Day 3,20-08-2016,COMPLETED,931315007967269,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,99,99,0,0,0,0,99,99,0,99,0,99,0,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,Don’t know,Decrease
Day 3,20-08-2016,COMPLETED,821315008219291,8,,1,1,,,,1,,1,,,,,1,1,,,,,,,,,,,,7,,7,6,8,8,8,8,9,7,9,6,8,9,8,8,6,9,7,7,6,9,9,9,7,8,9,8,8,8,8,9,7,51% to 75%,Prefer not to say
Day 3,20-08-2016,COMPLETED,101315008474365,6,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,,,1,1,1,1,,,20,1,4,5,7,5,6,6,4,5,8,7,5,6,7,99,99,99,99,99,99,99,99,99,2,4,99,6,6,4,4,5,6,26% to 50%,Don’t know
Day 3,21-08-2016,COMPLETED,791315008476163,3,1,1,,,,,,,,1,,1,,1,,1,1,,,,,,1,,,,9,5,3,3,7,5,5,5,3,3,7,3,1,1,3,3,7,3,0,7,3,3,5,0,2,7,4,3,3,3,3,3,4,26% to 50%,Decrease
Day 3,20-08-2016,COMPLETED,51315008527270,8,1,1,,,1,,,,,,,,,,1,,,,,,,,,,,,5,1,8,8,8,8,9,9,8,8,8,8,7,7,8,9,9,9,9,9,8,9,7,3,1,9,7,7,7,9,9,7,9,26% to 50%,Don’t know
Day 3,20-08-2016,COMPLETED,741315008633374,0,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,1,,1,,1,1,,,20,20,0,5,10,99,5,5,10,10,10,5,0,10,2,0,0,9,5,5,5,0,5,5,10,10,2,0,0,0,0,2,2,Don’t know,Decrease
Day 3,21-08-2016,COMPLETED,921315008651130,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,10,8,9,9,9,9,9,9,,Stay the same
Day 3,21-08-2016,COMPLETED,591315008685222,5,,1,,,,,,,1,,,,,,1,,,,,,1,,,,,,5,1,1,1,9,1,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,7,51% to 75%,Don’t know
Day 3,21-08-2016,COMPLETED,171315008701330,7,,1,,,,,,,,,,,,,,1,,,,,,,,,,,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,8,7,7,8,7,6,6,6,5,6,7,26% to 50%,Stay the same
Day 3,20-08-2016,COMPLETED,581315008742110,6,,1,1,,,,,,,,,,,,,,,,,,,,,,,,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,5,6,6,6,6,6,6,6,5,5,5,5,5,6,Don’t know,Stay the same
Day 3,20-08-2016,COMPLETED,631315008760385,8,,1,,,,1,,,1,,,,,1,1,,1,1,,1,1,,,1,,,11,1,10,10,10,10,10,10,10,10,9,9,9,7,8,7,9,7,6,10,7,7,10,10,10,10,10,10,10,10,10,10,9,76% to 99%,Increase
Day 3,20-08-2016,COMPLETED,821315008940252,8,,,1,,,1,,,,,,,,,1,1,,,,,,,,,,,5,4,99,99,99,99,99,99,8,7,8,8,8,8,8,6,8,7,7,9,7,7,99,7,99,9,7,99,99,99,99,99,8,26% to 50%,Don’t know
Day 3,21-08-2016,COMPLETED,591315008978342,5,,1,,,,,,,,,,,,,1,,,1,1,,,,,,,,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,6,6,3,6,6,3,3,3,3,3,6,Prefer not to say,Decrease
Day 3,21-08-2016,COMPLETED,171315009112380,2,1,,,,,1,1,,1,,,,1,1,1,,1,,,,1,,,1,,,11,3,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,99,99,0,99,2,0,0,0,99,99,99,99,99,0,6% to 15%,Decrease
Day 3,20-08-2016,COMPLETED,31315009124350,6,,,1,,1,,1,1,1,1,,,,,,,1,1,,,1,,1,,,,11,5,6,1,9,8,8,7,9,9,9,2,6,8,8,8,8,8,8,7,8,8,7,7,7,7,7,7,8,4,2,3,6,16% to 25%,Increase
Day 3,20-08-2016,COMPLETED,841315009141139,7,,1,1,,1,1,,,1,,,,,1,1,1,,,1,,,,,1,,,11,1,7,7,7,7,7,7,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,26% to 50%,Increase
Day 3,21-08-2016,COMPLETED,161315009267156,0,,1,,,,1,1,1,1,1,1,,,1,1,1,1,1,,,1,1,1,1,,,17,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Prefer not to say,Increase
Day 3,21-08-2016,COMPLETED,551315009365190,8,,,1,,1,,1,1,1,,,,,,1,,1,,,,,,1,,,,9,1,10,10,10,8,10,10,8,8,8,6,7,8,8,7,10,8,10,9,6,8,9,9,10,9,9,9,9,9,8,9,9,26% to 50%,Stay the same
Day 3,20-08-2016,COMPLETED,881315009544272,8,,1,1,,,,,,,,,,,1,,,,,1,,,,,,,,5,1,9,10,9,10,10,10,9,10,10,9,9,10,10,9,10,10,8,9,9,9,8,9,8,10,10,9,9,9,9,10,9,6% to 15%,Increase
Day 3,21-08-2016,COMPLETED,851315009548340,0,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,4,1,2,2,5,3,1,2,0,0,0,0,0,0,0,8,8,8,8,8,8,8,0,0,0,6,0,4,4,4,4,4,1,1% to 5%,Decrease
Day 3,21-08-2016,COMPLETED,571315009603115,8,,,,,,1,,1,1,,1,,,,1,1,1,1,1,,,,,1,,,11,4,99,99,99,99,99,99,2,5,5,1,1,0,2,9,9,0,1,8,6,1,8,8,8,8,5,99,99,99,99,99,5,16% to 25%,Stay the same
Day 3,20-08-2016,COMPLETED,101315009670261,10,1,1,1,,1,1,1,1,1,,1,,,1,1,1,1,,,,,1,1,1,,,17,,99,99,99,99,99,99,10,10,10,9,10,8,10,8,9,8,7,99,7,8,9,10,10,9,9,99,99,99,99,99,10,6% to 15%,Don’t know
Day 3,20-08-2016,COMPLETED,591315009692203,5,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,1,1,1,1,1,5,5,5,5,5,2,1% to 5%,Stay the same
Day 3,20-08-2016,COMPLETED,111315009766139,7,,,,,,1,,,,1,1,,,1,,1,,,,,,,,,,,6,3,8,8,8,7,8,8,8,8,8,8,8,8,8,9,7,7,8,8,9,8,8,8,8,7,8,8,8,8,8,8,8,6% to 15%,Stay the same
Day 3,20-08-2016,COMPLETED,891315009785290,10,,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,,,7,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,7,9,8,9,9,9,99,9,9,9,9,9,9,9,51% to 75%,Increase
Day 3,20-08-2016,COMPLETED,101315009799326,3,,1,1,,1,1,,1,,,,,,,,,,1,1,,1,,1,,,,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,1,5,1,3,2,4,5,0,0,0,0,0,0,2,76% to 99%,Prefer not to say
Day 3,20-08-2016,COMPLETED,571315009837377,4,,1,,,1,,1,,1,,1,,,,1,1,1,,,,1,,1,1,,,12,5,6,6,6,5,5,6,6,5,6,5,5,6,5,4,5,4,3,6,5,5,5,5,2,6,5,99,99,99,99,99,5,Don’t know,Prefer not to say
Day 3,21-08-2016,COMPLETED,441315010080309,8,,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,5,1,8,8,8,8,8,8,7,7,7,7,7,7,7,9,8,9,9,9,9,9,7,7,8,7,7,8,8,8,6,8,8,51% to 75%,Increase
Day 3,21-08-2016,COMPLETED,271315010115137,4,,1,,1,,,1,,1,,1,,,1,1,,1,,1,1,,,,,,,11,6,9,9,9,8,8,8,7,8,8,8,7,7,8,8,8,8,8,7,7,8,8,6,8,8,7,8,7,8,8,7,6,6% to 15%,Decrease
Day 3,21-08-2016,COMPLETED,401315010229127,0,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,,,1,,1,,,,18,10,99,99,99,99,99,99,4,1,1,1,1,1,0,99,99,5,99,99,2,99,99,99,99,0,1,99,99,99,99,99,3,Don’t know,Don’t know
